Empresa;Turno;Día de la semana;Experiencia del conductor;Formación del Paramédico;Nivel del Paramédico;Cantidad de atenciones;Distancia recorrida (Km);Velocidad máxima (Km/h);Consumo de combustible (Galones);Tiempo en Movimiento (h);Tiempo motor ON (h)
TAC;D;4;Intermedio;4;B;5;54;91;2.3;2.7;3.24
TAB;D;5;Intermedio;1;B;6;65;93;2.6;2.6;4.68
TAB;D;2;Principiante;1;I;7;66;83;2.7;3.3;5.61
TAC;N;1;Principiante;3;I;7;72.5;88;3.1;2.9;4.06
TAB;D;4;Intermedio;4;I;8;76.8;92;3;3.2;4.48
TAC;N;4;Intermedio;4;B;6;64.4;90;2.8;2.8;4.48
TAP;D;2;Principiante;1;B;6;56;83;2.1;2.8;3.36
TAP;D;5;Intermedio;1;B;6;59.4;90;2.3;2.7;4.59
TAD;D;7;Intermedio;1;B;7;65.1;95;2.7;3.1;5.27
TAC;D;5;Principiante;4;I;7;67.2;85;2.4;2.8;4.76
TAD;N;6;Principiante;2;B;6;63.8;88;3.1;2.9;3.48
TAE;D;6;Intermedio;1;B;7;67.5;95;3.1;2.7;4.05
TAD;N;2;Principiante;2;I;7;66.7;88;2.7;2.9;4.35
TAC;D;2;Principiante;1;I;7;70;84;2.9;3.5;5.25
TAC;N;7;Principiante;4;I;9;86.4;81;3.8;3.2;4.8
TAC;N;3;Intermedio;1;B;6;57.5;91;2.6;2.5;3.25
TAB;D;5;Principiante;4;I;8;81.2;85;3.3;2.9;4.64
TAE;D;2;Principiante;4;B;6;62.4;83;2.5;2.4;3.6
TAB;D;3;Intermedio;3;I;7;69.6;94;3.1;2.9;3.19
TAP;D;7;Intermedio;3;I;8;78.4;96;3.4;2.8;4.48
TAD;N;1;Intermedio;4;B;6;61.6;90;2;2.8;5.04
TAP;N;2;Intermedio;2;B;6;60;91;2.2;3;5.1
TAB;N;3;Intermedio;1;I;8;81.2;93;3;2.9;4.64
TAD;N;6;Principiante;3;B;6;59.4;87;2.9;2.7;3.78
TAB;N;2;Principiante;4;B;6;59.4;88;2.5;2.7;3.78
TAP;D;2;Intermedio;3;B;7;72;92;3.3;3;3.9
TAB;N;1;Principiante;4;B;5;50;88;2.4;2;2.4
TAB;N;4;Principiante;4;A;9;91.8;87;3.9;3.4;5.78
TAB;D;5;Intermedio;4;I;8;78.4;94;2.7;2.8;3.08
TAC;N;5;Principiante;2;I;8;77.5;88;3.2;3.1;4.96
TAB;N;2;Intermedio;1;I;8;75.6;92;3.6;2.8;3.36
TAD;N;6;Principiante;2;B;6;58.8;80;2.6;2.8;4.76
TAP;D;1;Principiante;4;B;6;60;87;2.9;3;4.8
TAC;D;7;Principiante;2;B;6;58.8;86;2.1;2.8;4.48
TAD;N;1;Principiante;2;I;7;69.6;84;3.1;2.9;5.22
TAP;N;2;Intermedio;3;A;10;95.7;94;4.6;3.3;3.96
TAE;D;6;Principiante;1;I;8;84.1;85;3.6;2.9;3.48
TAB;N;2;Intermedio;4;B;6;62.4;92;2.6;2.6;3.12
TAD;N;3;Experto;2;B;7;72.5;103;3.5;2.5;3.25
TAB;D;2;Principiante;4;I;7;68.2;88;3;3.1;4.96
TAP;D;7;Intermedio;2;B;6;60;91;2.7;2.5;3.25
TAB;N;4;Principiante;2;I;7;66;85;2.4;3;4.8
TAC;N;2;Intermedio;3;B;6;60;91;2.5;2.4;2.88
TAB;N;2;Principiante;3;I;8;78.3;86;2.6;2.9;3.48
TAB;N;6;Principiante;4;I;8;83.7;85;3.8;3.1;3.72
TAD;N;7;Intermedio;2;I;8;81;91;3.2;3;3.9
TAP;N;5;Intermedio;3;B;6;59.4;90;2.4;2.7;3.24
TAP;N;7;Intermedio;2;B;6;62.1;97;2.1;2.7;2.97
TAE;D;1;Intermedio;1;B;5;54;93;2.9;2.7;2.97
TAC;D;6;Intermedio;2;A;9;87;97;3.2;3;4.5
TAD;D;7;Intermedio;1;I;7;72.8;89;3.2;2.6;2.86
TAP;N;5;Intermedio;4;B;7;72.8;91;3.2;2.6;3.38
TAC;D;7;Principiante;1;B;6;58.8;85;2.7;2.8;3.08
TAC;N;6;Intermedio;1;I;9;91.8;90;3.5;3.4;4.76
TAE;D;2;Principiante;1;B;6;65;85;3.2;2.5;3.25
TAP;D;6;Intermedio;1;I;8;78.3;93;2.9;2.7;4.59
TAP;N;3;Intermedio;1;B;7;72.9;91;3.2;2.7;4.59
TAC;N;4;Principiante;1;B;6;60;86;2.5;3;4.8
TAE;D;5;Principiante;4;B;6;63.8;88;2.4;2.9;3.19
TAC;D;5;Principiante;2;I;8;83.7;88;3.1;3.1;3.41
TAD;N;6;Experto;4;B;5;54.6;101;2.1;2.6;4.42
TAP;D;3;Principiante;3;B;6;62.1;85;2.3;2.7;3.24
TAC;N;2;Intermedio;1;B;7;68.2;98;3;3.1;5.27
TAP;N;1;Principiante;2;B;6;59.8;86;2.7;2.6;3.38
TAD;N;4;Intermedio;1;I;8;78.3;91;3.1;2.7;4.32
TAB;N;2;Principiante;3;I;7;66.7;84;2.5;2.3;4.14
TAP;N;3;Principiante;3;I;7;66.7;78;2.6;2.9;3.48
TAB;D;1;Principiante;1;I;8;75.6;84;3.4;2.8;3.36
TAB;D;3;Intermedio;1;I;8;81.2;89;3.4;2.8;3.36
TAC;N;1;Intermedio;4;B;6;59.4;91;2.5;2.7;4.05
TAC;N;2;Intermedio;2;B;7;69.3;92;3.1;3.3;3.63
TAC;N;3;Intermedio;3;I;7;71.3;89;3.1;3.1;4.34
TAD;D;6;Principiante;4;B;6;63.8;86;3.1;2.9;3.19
TAE;D;1;Principiante;4;I;8;75.6;82;2.4;2.7;4.86
TAP;N;1;Intermedio;3;B;5;52.5;92;2.6;2.5;3.5
TAD;N;4;Principiante;4;B;6;62.5;86;2.7;2.5;4
TAC;N;1;Intermedio;3;B;7;67.5;91;3.1;2.7;3.51
TAD;N;2;Principiante;3;I;7;72;78;3.1;3;4.8
TAP;N;4;Intermedio;1;I;8;84.1;90;4;2.9;5.22
TAD;N;6;Intermedio;3;B;6;57.2;89;2.2;2.2;3.96
TAP;D;6;Principiante;3;I;7;67.5;81;2.5;2.5;4
TAC;D;2;Principiante;4;I;8;75;87;3;3;4.8
TAP;D;7;Intermedio;4;B;6;64;92;2.9;3.2;5.44
TAE;N;2;Principiante;2;B;5;48.3;88;1.5;2.3;3.68
TAC;D;7;Intermedio;2;B;6;62;95;2.8;3.1;4.03
TAD;N;6;Principiante;1;B;6;60;88;2.5;2.5;2.75
TAC;N;6;Principiante;4;B;6;65;85;2.7;2.6;3.38
TAB;N;5;Intermedio;2;I;8;81.2;94;4.1;2.9;5.22
TAE;N;6;Principiante;1;I;7;72.6;84;2.3;3.3;4.29
TAD;D;2;Intermedio;1;B;7;67.5;94;3.1;2.5;4
TAE;N;5;Principiante;2;I;9;86.4;87;3;3.2;5.12
TAC;D;4;Principiante;2;I;8;75.4;87;3.2;2.6;4.68
TAE;N;4;Principiante;1;I;9;87;87;3.6;3;5.4
TAD;D;5;Principiante;3;B;5;48;75;1.8;2.4;2.64
TAC;D;6;Principiante;1;B;6;55;86;1.9;2.5;3.5
TAE;D;4;Intermedio;3;B;6;59.8;94;2.9;2.6;4.42
TAP;N;7;Intermedio;4;B;6;56.7;89;2.7;2.7;4.05
TAD;D;4;Intermedio;3;I;7;71.3;89;2.8;3.1;4.03
TAB;N;4;Principiante;2;I;7;69.6;85;2.4;2.4;4.32
TAC;D;7;Intermedio;1;A;9;89.6;96;3.2;3.2;5.44
TAC;N;3;Intermedio;1;A;9;92.8;96;4.1;3.2;4.48
TAP;D;7;Intermedio;3;B;4;44;90;1.4;2.2;3.96
TAC;D;3;Intermedio;2;B;6;58.8;91;2.2;2.1;2.52
TAE;D;4;Principiante;4;I;7;70.4;85;2.5;3.2;5.44
TAC;D;6;Experto;4;B;6;60.9;101;2.4;2.9;3.48
TAB;D;3;Experto;2;B;7;67.5;98;2.8;2.7;4.86
TAD;D;2;Principiante;3;B;6;65;82;2.7;2.6;4.68
TAB;D;5;Principiante;4;B;6;62.4;80;2.5;2.6;4.16
TAD;N;7;Principiante;2;I;8;82.5;87;3.2;3.3;5.28
TAB;D;4;Intermedio;3;B;6;62.5;91;2.1;2.5;4
TAE;D;2;Intermedio;2;I;8;75.4;97;3.5;2.9;4.35
TAC;D;4;Principiante;4;B;5;52.8;85;2;2.2;3.3
TAB;D;2;Intermedio;1;I;7;72;89;2.9;3;3.3
TAB;N;6;Principiante;3;I;7;72.8;88;2.3;2.6;4.42
TAE;D;5;Intermedio;3;B;6;60.9;91;2.5;2.9;3.19
TAB;D;4;Intermedio;1;I;7;70;90;2.7;2.8;5.04
TAB;D;1;Intermedio;1;B;7;72.8;93;2.8;2.8;3.08
TAP;N;5;Intermedio;4;I;8;81.2;89;3.4;2.8;5.04
TAD;D;5;Principiante;1;I;8;80.6;88;2.8;3.1;3.41
TAE;D;1;Principiante;3;I;8;80.6;87;3.2;3.1;3.72
TAP;D;2;Intermedio;2;B;7;70;92;2.8;2.8;3.08
TAD;D;6;Intermedio;1;B;7;70;94;2.7;2.8;4.2
TAD;N;1;Intermedio;2;B;6;65;93;2.9;2.6;3.64
TAB;D;7;Intermedio;3;B;6;61.6;93;2.4;2.8;5.04
TAE;N;5;Intermedio;4;B;7;74.4;96;3.1;3.1;3.72
TAD;N;7;Intermedio;1;B;6;57.5;97;2.4;2.5;3.25
TAB;N;4;Intermedio;1;B;5;52.5;92;2.5;2.5;4.25
TAD;N;7;Principiante;4;B;6;61.6;88;2.9;2.2;2.86
TAP;D;5;Intermedio;4;I;8;84.1;95;3.1;2.9;3.48
TAC;N;3;Principiante;3;I;7;69;87;2.7;3;4.2
TAB;D;7;Principiante;3;A;9;89.1;86;3.5;3.3;3.63
TAB;N;4;Principiante;3;B;6;60;83;2.8;3;5.1
TAC;D;6;Intermedio;2;I;7;67.2;91;2.7;2.8;3.08
TAP;N;1;Experto;1;B;7;72.5;101;3.5;2.9;4.06
TAC;N;4;Intermedio;2;I;8;75.4;93;3.1;2.6;2.86
TAC;D;1;Intermedio;4;B;5;52.8;89;1.6;2.2;3.74
TAE;D;5;Intermedio;1;I;8;81.2;94;3.3;2.8;3.64
TAC;D;5;Intermedio;3;B;6;63;89;2.5;3;3.9
TAC;D;6;Intermedio;4;B;6;62.4;91;2.5;2.6;4.16
TAD;D;5;Principiante;1;B;6;56.7;88;2.5;2.7;3.24
TAD;N;1;Intermedio;1;B;6;62.1;89;2.2;2.7;3.24
TAP;D;3;Principiante;3;B;6;64;87;3.1;3.2;4.8
TAD;N;3;Intermedio;4;A;10;95.7;92;4.3;3.3;3.96
TAB;N;1;Principiante;3;I;7;67.6;88;3;2.6;3.38
TAP;D;1;Principiante;4;B;6;60.9;87;2.2;2.9;3.48
TAB;N;6;Intermedio;4;B;6;55;95;2.6;2.5;3
TAC;N;6;Intermedio;3;B;7;67.2;94;2;3.2;3.52
TAD;N;5;Intermedio;3;I;7;68;91;2.4;3.4;5.78
TAD;D;6;Intermedio;3;B;5;50;92;2;2.5;3.75
TAB;D;6;Principiante;2;B;6;62.1;86;1.9;2.7;4.59
TAD;D;5;Intermedio;2;B;6;61.6;95;2.6;2.8;4.2
TAP;D;3;Intermedio;2;B;6;62.5;89;2.5;2.5;3
TAD;N;3;Intermedio;3;A;10;97.2;92;4.2;3.6;4.68
TAC;D;7;Principiante;3;B;6;63.8;85;2.7;2.9;3.77
TAB;N;4;Experto;3;I;8;75;104;3.4;3;3.9
TAB;D;4;Intermedio;4;I;8;84.1;90;3.5;2.9;3.48
TAC;D;1;Principiante;1;I;7;66.7;83;3.1;2.9;4.35
TAB;N;1;Intermedio;4;B;6;59.4;90;2.3;2.7;2.97
TAC;D;1;Intermedio;4;B;6;63;97;2.7;3;5.4
TAE;D;2;Intermedio;3;I;8;78.3;92;3.1;2.9;4.93
TAC;D;1;Principiante;2;B;6;64.8;87;2.3;2.7;3.78
TAD;D;7;Principiante;1;I;7;65.1;85;2.2;3.1;4.65
TAB;D;4;Intermedio;2;B;6;55;93;2.6;2.2;2.86
TAB;N;7;Principiante;1;I;8;75.6;86;3.1;2.8;3.92
TAC;D;4;Intermedio;2;B;6;63;93;3.1;3;4.5
TAB;N;3;Intermedio;1;B;7;67.2;94;3;2.4;4.32
TAC;D;4;Intermedio;3;I;8;81.2;95;3.3;2.9;4.35
TAB;N;4;Intermedio;2;I;7;69.6;89;3.2;2.9;4.64
TAB;D;2;Principiante;1;B;6;59.4;83;3;2.7;4.05
TAB;N;3;Intermedio;1;I;8;75.6;95;3;2.7;4.05
TAE;N;5;Intermedio;2;I;8;78.3;90;3.6;2.9;4.64
TAD;D;3;Principiante;1;B;5;52;88;1.9;2.6;3.38
TAD;N;5;Intermedio;1;I;8;84.1;89;3.6;2.9;3.77
TAB;D;5;Intermedio;4;B;6;64;92;1.9;3.2;5.12
TAC;D;7;Intermedio;3;B;6;64.4;94;2.4;2.3;2.53
TAD;D;7;Intermedio;3;B;5;50.4;94;2.4;2.1;2.52
TAC;D;1;Intermedio;1;B;6;64.8;96;2.6;2.4;3.84
TAD;D;6;Intermedio;3;I;8;80;92;3.1;3.2;5.44
TAC;D;1;Intermedio;1;B;6;59.8;97;2.6;2.6;3.38
TAC;N;1;Intermedio;1;I;8;76.8;90;3.1;3.2;3.84
TAC;D;2;Intermedio;3;I;7;72;89;3.4;3;4.5
TAB;N;2;Principiante;2;I;8;75.6;85;2.7;2.8;3.36
TAC;D;7;Experto;3;B;7;66.7;100;3.2;2.9;4.35
TAB;N;2;Intermedio;1;B;6;63.8;98;2.4;2.9;4.35
TAP;N;2;Principiante;4;I;8;75.6;87;2.9;2.8;4.76
TAB;N;3;Intermedio;1;B;6;59.8;96;2.7;2.6;4.42
TAD;N;6;Intermedio;4;I;8;78.3;93;3.3;2.9;3.19
TAB;N;5;Intermedio;2;B;5;54.6;89;2.5;2.6;4.16
TAC;D;7;Intermedio;4;I;8;75.4;97;2.9;2.9;3.77
TAP;N;4;Intermedio;2;B;6;55.2;93;2.6;2.3;4.14
TAP;N;3;Intermedio;2;I;7;70.2;89;3;2.6;2.86
TAC;N;2;Intermedio;4;A;9;88.4;97;4.1;3.4;4.08
TAB;N;2;Principiante;3;I;8;84.1;82;3.7;2.9;4.35
TAC;N;5;Principiante;4;B;5;54;88;2.3;2.7;2.97
TAC;D;6;Principiante;4;B;5;54.6;86;2.5;2.6;3.9
TAP;N;3;Principiante;4;B;6;57.2;79;2.7;2.6;4.68
TAE;N;1;Principiante;1;I;7;66.7;88;2.9;2.9;3.19
TAC;D;4;Principiante;2;B;6;61.6;86;2.6;2.2;3.96
TAP;N;1;Intermedio;3;I;7;70;91;2.8;2.5;3
TAD;N;4;Intermedio;2;B;7;70.2;97;2.9;2.6;4.42
TAP;N;3;Intermedio;4;B;5;54;89;2.2;2.7;3.24
TAC;N;7;Principiante;2;B;6;58.8;87;2.7;2.8;3.36
TAD;D;7;Principiante;3;I;7;65.1;87;2.7;3.1;4.34
TAC;D;2;Principiante;4;B;6;58.8;86;2.2;2.8;4.2
TAD;D;7;Intermedio;3;B;7;67.5;93;3.2;2.5;3.25
TAE;N;6;Principiante;4;A;9;86.4;85;3.6;3.2;4.48
TAB;D;6;Intermedio;3;B;7;67.5;92;2.4;2.7;3.24
TAC;D;4;Principiante;2;I;8;78.3;88;3.1;2.9;4.64
TAC;N;6;Intermedio;4;B;7;72.6;92;2.8;3.3;4.62
TAE;N;7;Intermedio;3;I;8;75.4;89;3.2;2.9;4.64
TAC;D;1;Intermedio;1;B;6;64.4;92;2.6;2.8;4.2
TAB;N;7;Principiante;3;B;6;60.9;86;2.1;2.9;4.06
TAP;D;6;Principiante;1;I;8;81.2;83;3.3;2.8;5.04
TAD;D;5;Intermedio;3;B;7;66;92;2.6;3;4.8
TAB;D;5;Intermedio;4;B;6;65;94;3.1;2.6;4.68
TAC;N;4;Principiante;1;B;6;62.5;87;2.8;2.5;3
TAB;D;3;Principiante;2;B;5;52.5;88;2.4;2.1;2.94
TAC;D;5;Principiante;3;I;8;81.2;83;3;2.8;3.92
TAE;D;6;Intermedio;1;I;7;66.7;91;2;2.9;4.06
TAD;N;1;Principiante;3;I;8;81.2;80;3.2;2.8;3.36
TAC;D;1;Principiante;1;I;7;68.2;86;3.6;3.1;4.03
TAC;D;5;Experto;1;I;8;78.4;99;3.4;2.8;4.2
TAE;N;4;Intermedio;3;B;6;58.8;89;2;2.8;4.76
TAC;D;4;Principiante;1;B;5;50.4;88;2.4;2.4;3.36
TAD;D;7;Principiante;2;I;8;84;83;3.4;3;4.2
TAB;D;1;Intermedio;4;B;6;61.6;90;2.5;2.8;4.2
TAC;N;6;Intermedio;1;B;5;54;94;2.2;2.7;3.24
TAC;D;2;Intermedio;1;I;8;75.4;92;3.5;2.6;2.86
TAP;N;3;Principiante;1;I;8;81.2;82;3.1;2.8;4.2
TAC;D;1;Principiante;2;I;7;70.2;86;3.6;2.6;4.42
TAB;D;1;Principiante;2;B;5;54.6;87;1.8;2.6;4.68
TAP;D;4;Intermedio;2;I;8;78.3;94;3.2;2.9;4.35
TAC;D;3;Principiante;4;I;8;78.3;88;3.4;2.7;3.24
TAB;N;4;Principiante;3;B;6;59.4;84;2.8;2.7;4.59
TAB;D;2;Experto;2;I;8;84;100;3.5;3;5.1
TAC;N;2;Principiante;3;B;5;48;88;2;2.4;2.64
TAB;D;5;Experto;1;B;7;70;105;3;2.5;3.5
TAB;D;2;Principiante;4;I;8;81.2;88;3.2;2.8;4.76
TAC;N;6;Principiante;2;I;8;84.1;83;3.5;2.9;3.19
TAD;D;1;Principiante;4;B;6;55.2;82;2.8;2.3;2.99
TAB;N;5;Intermedio;2;B;6;56;89;2.2;2.8;4.48
TAB;D;1;Principiante;1;I;8;78.3;88;3.7;2.9;5.22
TAE;D;6;Principiante;2;I;8;75.4;87;3;2.9;4.06
TAB;N;3;Intermedio;2;B;6;63;91;2.6;3;4.5
TAD;D;6;Principiante;4;B;6;56.7;83;2.2;2.7;4.59
TAC;N;4;Intermedio;3;I;8;75.6;89;3;2.7;3.51
TAP;N;4;Intermedio;3;B;7;70.2;93;2.7;2.7;3.78
TAC;N;6;Intermedio;4;B;6;62.5;91;2.2;2.5;3.5
TAP;N;3;Intermedio;2;I;7;69.6;91;3.2;2.4;2.64
TAC;D;1;Experto;4;B;6;59.4;104;2.6;2.7;4.05
TAC;D;4;Intermedio;1;B;7;72.9;98;3.1;2.7;3.78
TAP;D;2;Experto;2;B;6;55;100;2.5;2.5;3
TAE;D;5;Principiante;1;B;6;62;88;2.8;3.1;4.34
TAB;N;5;Experto;2;B;7;69.6;101;3;2.4;2.88
TAE;D;4;Principiante;2;I;7;73.6;84;2.9;3.2;5.76
TAE;N;7;Intermedio;4;B;6;57.6;90;2.9;2.4;3.84
TAD;N;5;Experto;2;B;7;67.2;98;2.4;2.8;3.08
TAB;D;5;Intermedio;3;B;7;69;94;3.2;3;5.4
TAE;D;6;Intermedio;3;B;7;74.4;93;3.4;3.1;4.34
TAC;N;3;Experto;4;I;8;80.6;101;3.3;3.1;3.72
TAB;N;2;Intermedio;4;B;6;64.8;92;2.9;2.7;4.86
TAC;D;2;Principiante;4;I;8;83.2;88;3.4;3.2;5.76
TAC;N;2;Intermedio;4;I;8;81.2;89;3.5;2.9;5.22
TAC;N;2;Intermedio;3;B;6;62.4;98;2.7;2.6;3.9
TAC;N;4;Intermedio;2;I;8;75;90;3.4;3;3.6
TAE;D;4;Intermedio;1;B;5;54.6;93;2.1;2.6;4.68
TAC;N;5;Intermedio;3;I;8;75.4;93;3.1;2.6;4.42
TAD;D;7;Principiante;1;I;7;67.5;86;2.9;2.7;3.24
TAB;D;2;Intermedio;1;I;7;69;89;2.2;3;4.8
TAE;D;1;Principiante;3;B;5;52.8;87;2.1;2.4;3.36
TAB;D;3;Intermedio;4;B;6;63.8;93;2.9;2.2;3.74
TAD;D;6;Intermedio;4;B;7;70;97;3.1;2.8;3.08
TAD;D;4;Intermedio;3;B;7;67.2;92;2.7;2.8;4.2
TAP;D;4;Principiante;4;I;7;72.9;85;2.7;2.7;2.97
TAP;D;3;Principiante;3;I;8;78.3;85;3.4;2.7;4.05
TAE;N;4;Intermedio;3;B;7;72.5;92;3.6;2.9;4.93
TAC;N;6;Principiante;2;I;7;72.5;88;3;2.9;5.22
TAP;N;1;Intermedio;2;B;7;67.5;92;2.7;2.5;3.75
TAP;D;3;Intermedio;2;B;6;56.7;93;2.5;2.7;3.24
TAC;D;1;Principiante;1;I;8;77.5;88;3.4;3.1;4.65
TAP;D;2;Experto;1;I;8;78.3;100;2.6;2.7;4.86
TAE;D;7;Experto;4;B;7;67.5;101;3;2.7;4.05
TAP;N;4;Principiante;1;B;6;62.1;88;3.1;2.7;3.51
TAC;N;1;Principiante;3;I;7;73.6;85;3.2;3.2;3.52
TAC;N;7;Principiante;2;B;4;41.8;86;1.5;1.9;2.66
TAD;D;3;Intermedio;4;B;7;72.8;94;2.9;2.6;3.38
TAC;N;1;Principiante;3;I;8;77.5;87;2.9;3.1;4.34
TAC;D;5;Intermedio;3;I;8;75.4;93;3.4;2.9;3.48
TAP;D;5;Experto;1;B;7;70.2;101;3.4;2.7;3.24
TAD;D;7;Principiante;1;B;5;50;85;2.6;2.5;4.25
TAB;D;4;Intermedio;3;B;6;56.7;92;2.9;2.7;3.24
TAC;D;2;Principiante;1;B;5;48.4;87;2.2;2.2;3.08
TAP;N;5;Intermedio;3;B;6;60.9;90;2.5;2.1;3.15
TAC;D;7;Principiante;2;B;6;65;88;2.2;2.6;3.12
TAP;N;7;Intermedio;2;B;5;52.5;93;1.9;2.1;2.52
TAE;N;5;Principiante;3;B;6;59.8;86;2.5;2.6;3.38
TAD;D;1;Intermedio;3;I;8;76.8;96;3.6;3.2;4.8
TAE;D;7;Principiante;4;A;9;86.4;86;4.3;3.2;5.76
TAD;N;1;Intermedio;2;B;5;48;94;2.6;2.4;3.84
TAB;N;2;Principiante;4;I;7;67.2;86;2.5;3.2;5.76
TAC;D;2;Principiante;1;I;7;72.8;85;2.9;2.8;4.76
TAB;D;7;Experto;3;B;6;58;101;2.4;2.9;4.64
TAD;N;7;Principiante;2;I;7;70.2;87;3.1;2.7;3.78
TAC;D;7;Intermedio;4;I;8;81;98;3.8;3;3.3
TAE;D;3;Principiante;2;A;9;92.8;86;3.7;3.2;5.76
TAD;D;3;Intermedio;3;I;7;72.5;91;3.1;2.5;4.5
TAE;D;7;Intermedio;3;I;8;78.4;90;3.5;2.8;3.92
TAB;D;1;Principiante;3;I;8;81;85;3.3;3;4.2
TAD;D;6;Experto;4;B;6;60.9;100;2.5;2.9;4.06
TAB;D;3;Intermedio;1;B;5;52.5;96;2.4;2.5;3.5
TAP;D;7;Experto;3;I;8;75;100;3.5;3;4.5
TAC;N;2;Intermedio;4;B;6;57.5;97;2.4;2.5;3.75
TAD;D;5;Principiante;2;B;6;57.5;86;2.8;2.5;3.75
TAB;D;6;Principiante;4;I;7;68.2;89;2.7;3.1;4.34
TAP;D;6;Intermedio;2;B;7;72.8;93;2.8;2.6;3.64
TAE;N;1;Intermedio;3;I;8;83.2;95;3.2;3.2;5.12
TAB;D;5;Intermedio;1;B;7;69.6;92;2.4;2.4;4.32
TAB;N;4;Intermedio;1;B;7;66;92;3;3;4.8
TAP;D;2;Intermedio;1;B;7;65.1;94;2.9;3.1;5.58
TAB;D;3;Principiante;2;B;6;62.4;86;2.2;2.6;3.9
TAE;D;6;Principiante;2;I;7;72;84;2.9;3;3.6
TAP;D;5;Principiante;2;B;6;62.5;82;2.3;2.5;4.25
TAE;D;2;Intermedio;3;I;8;75.4;93;3.3;2.9;4.64
TAD;N;1;Intermedio;2;A;9;89.9;95;3.9;3.1;5.27
TAB;D;2;Intermedio;1;B;6;63;96;2.3;3;5.4
TAD;D;5;Principiante;2;I;8;78.4;87;3.3;2.8;4.48
TAB;D;6;Intermedio;1;B;7;70;92;3.3;2.8;4.48
TAB;D;1;Intermedio;3;I;8;78.4;89;3.4;2.8;4.48
TAB;D;6;Intermedio;4;I;8;78;90;2.6;3;4.2
TAE;D;1;Intermedio;4;B;6;62.5;94;2.2;2.5;3.5
TAB;N;6;Intermedio;4;B;7;72.5;93;3;2.5;4
TAC;N;3;Intermedio;1;I;9;85.8;95;3.2;3.3;4.29
TAP;N;4;Principiante;3;A;9;89.1;84;3.9;3.3;3.63
TAC;D;1;Experto;2;B;7;70;100;2.9;2.5;4.25
TAB;D;2;Intermedio;4;I;8;83.2;95;3.6;3.2;5.44
TAC;N;2;Intermedio;4;B;6;62;94;2;3.1;5.27
TAP;D;7;Principiante;1;B;6;64.8;86;2.8;2.4;3.6
TAC;D;3;Intermedio;3;B;7;72.9;96;3.1;2.7;3.51
TAP;N;2;Intermedio;1;A;9;86.8;96;4;3.1;3.41
TAP;D;1;Principiante;3;I;7;66.7;87;2.7;2.9;4.06
TAP;N;1;Intermedio;3;B;7;72.6;91;3.3;3.3;5.28
TAC;D;7;Principiante;4;I;7;67.6;86;2.4;2.6;3.38
TAB;D;7;Principiante;2;B;6;61.6;88;2.6;2.8;4.2
TAB;D;2;Principiante;1;B;6;55;87;2.4;2.5;4
TAC;N;1;Intermedio;2;I;7;68;90;2.4;3.4;5.1
TAP;D;4;Intermedio;3;B;6;63.8;96;2.6;2.9;4.06
TAP;N;4;Intermedio;4;B;5;52.5;91;2.2;2.5;2.75
TAP;N;2;Principiante;3;B;6;62.1;82;2.5;2.7;4.32
TAC;N;6;Intermedio;3;I;7;69.6;90;3.4;2.9;4.64
TAE;D;4;Intermedio;3;B;7;72.8;91;2.7;2.8;3.92
TAC;N;5;Principiante;1;B;6;62;89;2.7;3.1;4.65
TAE;D;7;Intermedio;3;I;8;78.3;91;3.8;2.9;3.77
TAD;D;2;Intermedio;4;B;7;72;95;3;3;3.6
TAB;D;3;Intermedio;1;B;5;52.5;97;1.8;2.5;3.5
TAB;N;5;Intermedio;1;I;7;72.8;90;2.7;2.6;4.68
TAC;D;6;Intermedio;2;B;7;66.7;97;2.7;2.9;4.35
TAB;N;2;Intermedio;3;I;8;84;90;3.3;3;4.2
TAB;N;6;Intermedio;1;I;8;78.3;98;3.2;2.9;3.19
TAC;D;2;Principiante;4;B;6;63.8;84;2.1;2.9;4.93
TAC;D;7;Principiante;4;B;6;65;88;2.8;2.6;3.9
TAP;N;7;Intermedio;4;B;7;69.6;94;3.6;2.9;3.48
TAE;D;2;Principiante;3;I;8;84.1;86;3.2;2.9;4.06
TAC;D;7;Intermedio;1;B;7;65.1;98;2.8;3.1;4.03
TAE;N;7;Principiante;1;B;6;64.4;86;2.7;2.8;3.36
TAB;N;4;Intermedio;2;B;7;73.6;92;2.8;3.2;3.52
TAE;D;7;Intermedio;2;B;5;54.6;94;2.6;2.6;3.64
TAB;N;5;Principiante;4;B;6;64.4;83;2;2.8;3.08
TAC;N;5;Intermedio;2;B;7;70;91;2.9;2.5;4.25
TAP;D;3;Principiante;4;I;7;72.9;84;3.1;2.7;2.97
TAE;D;4;Intermedio;1;B;6;60;93;2.6;3;4.5
TAP;N;6;Principiante;2;B;6;63.8;86;2.7;2.9;4.35
TAC;N;5;Intermedio;3;I;8;75.6;91;3.6;2.7;4.05
TAD;D;4;Intermedio;2;A;9;86.8;97;3.2;3.1;3.72
TAP;N;7;Intermedio;2;B;6;65;93;2.7;2.6;4.16
TAB;N;2;Principiante;3;I;7;67.5;85;3.2;2.7;4.05
TAE;N;2;Principiante;3;I;8;83.2;86;3.2;3.2;5.76
TAB;N;5;Principiante;2;B;6;62.1;88;2.5;2.3;3.22
TAP;D;3;Intermedio;1;I;7;71.3;89;2.9;3.1;3.72
TAD;D;7;Intermedio;2;I;8;75.4;94;3.3;2.9;3.77
